MS URN	Shelfmark to Use	Form	Language	Date	Includes	Translator	Collection	Library	Institution	City	Folios	Digital Status	Copyright	Copyright Link	Repository	Link to Digitized Version
urn:cite:ogl:vatican_reglat1186	MS Regin.lat. 1186	Manuscript	Latin	1400-1500 CE	1-15	Campanus de Novara		Biblioteca Apostolica Vaticana		Vatican	5r-158v	Not digitized				
urn:cite:ogl:vatican_vatlat7299	MS Vat.lat.7299	Manuscript	Latin	1300-1400 CE	1-15	Gerard of Gremona		Biblioteca Apostolica Vaticana		Vatican	1r-136v	Not digitized				
urn:cite:ogl:vatican_ottlat1551	Ott.lat.1551	Manuscript	Latin	1300-1400 CE	1-15	Campanus de Novara		Biblioteca Apostolica Vaticana		Vatican	1r-130v	Not digitized				
urn:cite:ogl:vatican_ottlat1862	Ott.lat.1862	Folio	Latin	1150-1200 CE	1.def.19-23	Boethius (Corpus agrimensorum)		Biblioteca Apostolica Vaticana		Vatican	26r-26v	Not digitized				
urn:cite:ogl:vatican_ottlat1862	Ott.lat.1862	Manuscript	Latin	1150-1200 CE		Pseudo-Boethius (Geometry I)		Biblioteca Apostolica Vaticana		Vatican	37r-44v	Not digitized				
urn:cite:ogl:vatican_ottlat1862	Ott.lat.1862	Manuscript	Latin	1150-1200 CE		Pseudo-Boethius (Geometry II)		Biblioteca Apostolica Vaticana		Vatican	26v-33v	Not digitized				
urn:cite:ogl:vatican_ottlat1862	Ott.lat.1862	Manuscript	Latin	1200 CE	1-15	Adelard II		Biblioteca Apostolica Vaticana		Vatican	1r-19v	Not digitized				
urn:cite:ogl:vatican_pallat1349	Pal.lat.1349	Manuscript	Latin	1300-1400 CE	1def.1-7.prop.21(enunciations only)	Campanus de Novara		Biblioteca Apostolica Vaticana		Vatican	1r-24v	Not digitized				
urn:cite:ogl:vatican_pallat1351	Pal.lat.1351	Manuscript	Latin	1300-1400 CE	1.prop.3(end)-15.end	Campanus de Novara		Biblioteca Apostolica Vaticana		Vatican	1r-195v	Not digitized				
urn:cite:ogl:vatican_pallat1352	Pal.lat.1352	Manuscript	Latin	1400-1500 CE	1-8	Campanus de Novara		Biblioteca Apostolica Vaticana		Vatican	1r-89v	Not digitized				
urn:cite:ogl:vatican_pallat1354	Pal.lat.1354	Manuscript	Latin	1464 CE	1-3, 7-10 (excerpts)	Campanus de Novara		Biblioteca Apostolica Vaticana		Vatican	98v-99v,120r-120v	Not digitized				
urn:cite:ogl:vatican_pallat1564	Pal.lat.1564	Manuscript	Latin	800-900 CE		Boethius (Corpus agrimensorum)		Biblioteca Apostolica Vaticana		Vatican	79r-82v	Not digitized				
urn:cite:ogl:vatican_reglat1071	Reg.lat.1071	Manuscript	Latin	1100-1200 CE		Pseudo-Boethius (Geometry II)		Biblioteca Apostolica Vaticana		Vatican	56r-58v	Not digitized				
urn:cite:ogl:vatican_reglat1137	Reg.lat.1137	Manuscript	Latin	1250-1300 CE	10.prop.24, 10.prop.17	Adelard I		Biblioteca Apostolica Vaticana		Vatican	73v-74v	Not digitized				
urn:cite:ogl:vatican_reglat1137	Reg.lat.1137	Manuscript	Latin	1250-1300 CE	1-15	Adelard II		Biblioteca Apostolica Vaticana		Vatican	1r-73v	Not digitized				
urn:cite:ogl:vatican_reglat1261	Reg.lat.1261	Manuscript	Latin	1300-1400 CE	1-15	Campanus de Novara		Biblioteca Apostolica Vaticana		Vatican	61r-197v	Not digitized				
urn:cite:ogl:vatican_reglat1267	Reg.lat.1267	Manuscript	Latin	1300-1400 CE	1.def.1-7.prop.3	Campanus de Novara		Biblioteca Apostolica Vaticana		Vatican	1r-56v	Not digitized				
urn:cite:ogl:vatican_reglat1268	Reg.lat.1268	Manuscript	Latin	1300-1400 CE	11.prop.5-15.end	Gerard of Gremona		Biblioteca Apostolica Vaticana		Vatican	113v-142v	Not digitized				
urn:cite:ogl:vatican_reglat1904	Reg.lat.1904	Manuscript	Latin	1400-1600 CE	15.prop.1-5, 13.prop.16	Gerard of Gremona		Biblioteca Apostolica Vaticana		Vatican	86r-90v	Not digitized				
urn:cite:ogl:vatican_reglat1268	Regin.lat.1268	Folio	Latin	1300-1400 CE	11.prop.1-4	Hermann of Carinthia		Biblioteca Apostolica Vaticana		Vatican	113r-113v	Not digitized				
urn:cite:ogl:vatican_reglat1268	Regin.lat.1268	Manuscript	Latin	1300-1325 CE	10, 11.def.1-11.prop.4	Adelard II, Adelard III, Gerard, Hermann		Biblioteca Apostolica Vaticana		Vatican	92r-112v,113r-113v	Not digitized				
urn:cite:ogl:vatican_ross579	Ross.579	Manuscript	Latin	1300-1400 CE	1-15	Gerard of Gremona		Biblioteca Apostolica Vaticana		Vatican	1r-126v	Not digitized				
urn:cite:ogl:vatican_urblat506	Urb.lat.506	Manuscript	Latin	1400-1500 CE	1-15	Campanus de Novara		Biblioteca Apostolica Vaticana		Vatican	2r-159v	Not digitized				
urn:cite:ogl:vatican_urblat507	Urb.lat.507	Manuscript	Latin	1300-1400 CE	1.def.1-10.prop.3(beginning), 10-15	Campanus de Novara		Biblioteca Apostolica Vaticana		Vatican	1r-143v	Not digitized				
urn:cite:ogl:vatican_vatlat2223	Vat.lat.2223	Manuscript	Latin	1400-1500 CE	1-15	Campanus de Novara		Biblioteca Apostolica Vaticana		Vatican	1r-106v	Not digitized				
urn:cite:ogl:vatican_vatlat2224	Vat.lat.2224	Manuscript	Latin	1400-1500 CE	1-15	Campanus de Novara		Biblioteca Apostolica Vaticana		Vatican	1r-222v	Not digitized				
urn:cite:ogl:vatican_vatlat3123	Vat.lat.3123	Manuscript	Latin	1100-1200 CE		Pseudo-Boethius (Geometry II)		Biblioteca Apostolica Vaticana		Vatican	65v-84v	Not digitized				
urn:cite:ogl:venice_77	Cod. LXXVII	Manuscript	Latin	1400-1500 CE	1.prop.24(end)-7.prop.30(beginning), 10.prop.20(end)-15.end	Campanus de Novara		Biblioteca Nazionale Marciana		Venice	20r-98v	Not digitized				
urn:cite:ogl:venice_39	Cod. XXXIX	Manuscript	Latin	1300-1400 CE	1-15	Campanus de Novara		Biblioteca Nazionale Marciana		Venice	1r-135v	Not digitized				
urn:cite:ogl:venice_301	Cod. n.'' 301	Manuscript	Greek					Biblioteca Nazionale Marciana		Venice		Not digitized				
urn:cite:ogl:venice_stmarci300	Cod. Venetus St. Marci, n.' 300	Manuscript	Greek	1300-1400 CE				Biblioteca Nazionale Marciana		Venice		Not digitized				
urn:cite:ogl:venice_stmarci302	Cod. Venetus St. Marci, n.' 302	Manuscript	Greek	1400-1500 CE				Biblioteca Nazionale Marciana		Venice		Not digitized				
urn:cite:ogl:venice_stmarci303	Cod. Venetus St. Marci, n.' 303	Manuscript	Greek	1300-1400 CE	1-15			Biblioteca Nazionale Marciana		Venice		Not digitized				
urn:cite:ogl:venice_stmarci309	Cod. Venetus St. Marci, n.' 309	Manuscript	Greek	1300-1400 CE	1-2			Biblioteca Nazionale Marciana		Venice	162r-183v	Not digitized				
urn:cite:ogl:venice_stmarci317	Cod. Venetus St. Marci, n.' 317	Manuscript	Greek	1400-1500 CE	1-6.beginning			Biblioteca Nazionale Marciana		Venice		Not digitized				
urn:cite:ogl:venice_47_61	Codd. XLVII-LXI	Manuscript		1700-1800 CE				Biblioteca Nazionale Marciana		Venice		Not digitized				http://cataloghistorici.bdi.sbn.it/file_viewer.php?IDIMG=12420&IDCAT=244&IDGRP=2440010&LEVEL=1&PADRE=2440006&PROV=INT#
urn:cite:ogl:venice_329	Codex CCCXXIX	Manuscript	Latin	1400-1500 CE	1-15(enunciations only)	Campanus de Novara		Biblioteca Nazionale Marciana		Venice	12r-34v	Not digitized				
urn:cite:ogl:venice_332	Codex CCCXXXII	Manuscript	Latin	1250-1300 CE	1-15	Adelard II		Biblioteca Nazionale Marciana		Venice	86r-233v	Not digitized				
urn:cite:ogl:venice_332	Codex CCCXXXII	Manuscript	Latin	1250-1300 CE	1-15	Adelard III		Biblioteca Nazionale Marciana		Venice	86r-233v	Not digitized				
urn:cite:ogl:venice_271	Codex CCLXXI	Folio	Latin	1400-1500 CE	1.def.1-20	Unknown Greek-Latin		Biblioteca Nazionale Marciana		Venice	1r-1v	Not digitized				
urn:cite:ogl:verona_xl	XL Codice	Manuscript	Latin	500 CE				Biblioteca Capitolare di Verona		Verona	331v-331, 326v-326, 341-341v, 338-338v, 336-336v, 343-343v	Not digitized				
urn:cite:ogl:vienna_2367han	Cod. 2367 Han	Manuscript	Latin	1300-1349 CE	1-6	Adelard of Bath (Campanus de Novara)		Österreichische Nationalbibliothek		Vienna	198r-257v	Not digitized			ONB	
urn:cite:ogl:vienna_2465han	Cod. 2465 Han	Manuscript	Latin	1300-1325 CE	1-15	Adelard of Bath (Campanus de Novara)		Österreichische Nationalbibliothek		Vienna	1r-142v	Not digitized			ONB	
urn:cite:ogl:vienna_5417han	Cod. 5417 Han	Manuscript	Latin	1350-1399 CE	1.def.1-2.prop.12	Campanus de Novara		Österreichische Nationalbibliothek		Vienna	56r-90v	Not digitized			ONB	
urn:cite:ogl:vienna_5507han	Cod. 5507 Han 	Manuscript	Latin	1457 CE	1-15	Campanus de Novara		Österreichische Nationalbibliothek		Vienna	1r-82v	Not digitized			ONB	
urn:cite:ogl:vienna_philgr139	Cod. Phil. gr. 139 Han 	Manuscript	Greek	1300-1349 CE			Codices Philologici et Philosophici graeci	Österreichische Nationalbibliothek		Vienna	251r-297v	Not digitized			ONB	
urn:cite:ogl:vienna_philgr31han	Cod. Phil. gr. 31 Han	Manuscript	Greek	1100-1200 CE	1-15		Codices Philologici et Philosophici graeci	Österreichische Nationalbibliothek		Vienna	1r-254r	Fully digitized		http://www.onb.ac.at/ben/gebuehren_verwendungsentgelte.htm	ONB	data.onb.ac.at/rec/AL00116256
urn:cite:ogl:vienna_philgr62han	Cod. Phil. gr. 62 Han	Manuscript	Greek	1450-1474 CE			Codices Philologici et Philosophici graeci	Österreichische Nationalbibliothek		Vienna	50r-203v	Not digitized			ONB	
		Manuscript	Hebrew		1-7			Österreichische Nationalbibliothek		Vienna		Not digitized				
		Manuscript			1-15			Österreichische Nationalbibliothek		Vienna		Not digitized				
urn:cite:ogl:vienna_dominicanorumvindobonensis80	Codex Dominicanorum Vindobonensis 80 (45)	Manuscript	Latin	1300-1400 CE	1-4			Dominikanerkloster Bibliothek		Vienna	105r-145r	Not digitized				
urn:cite:ogl:vienna_11385han	Cod. 11385* Han	Manuscript	French	1700-1800 CE				Österreichische Nationalbibliothek		Vienna	1r-13v	Not digitized			ONB	
urn:cite:ogl:vienna_2269han	Cod. 2269 Han	Manuscript	Latin	1200-1300 CE		Pseudo-Boethius (Geometry I)		Österreichische Nationalbibliothek		Vienna	220r-223v	Not digitized				
urn:cite:ogl:vienna_275han	Cod. 275 Han	Folio	Latin	1143 CE		Liber ysagogarum Alchorismi		Österreichische Nationalbibliothek		Vienna	27r-27v	Not digitized				
urn:cite:ogl:vienna_4770han	Cod. 4770 Han	Manuscript	Latin	1300-1400 CE	1.def.1-1.prop.37	Campanus de Novara		Österreichische Nationalbibliothek		Vienna	45r-50v	Not digitized				
urn:cite:ogl:vienna_4953han	Cod. 4953 Han	Manuscript	Latin	1400-1500 CE	1	Campanus de Novara		Österreichische Nationalbibliothek		Vienna	126r-143v	Not digitized				
urn:cite:ogl:vienna_5268han	Cod. 5268 Han	Manuscript	Latin	1400-1500 CE		Campanus de Novara		Österreichische Nationalbibliothek		Vienna	98r-98v	Not digitized				
urn:cite:ogl:vienna_5304han	Cod. 5304 Han 	Manuscript	Latin	1500-1520 CE	15.prop.7-13(enunciations only)	Campanus de Novara		Österreichische Nationalbibliothek		Vienna	127r-127v	Not digitized			ONB	
urn:cite:ogl:vienna_5304han	Cod. 5304 Han 	Manuscript	Latin	1500-1520 CE		anonymous commentary		Österreichische Nationalbibliothek		Vienna	1r-126v	Not digitized				
urn:cite:ogl:vienna_55han	Cod. 55 Han	Manuscript	Latin	1000-1100 CE		Pseudo-Boethius (Geometry I)		Österreichische Nationalbibliothek		Vienna	1r-14v	Not digitized				
urn:cite:ogl:vienna_83han	Cod. 83 Han	Manuscript	Latin	1300-1400 CE	10.prop.36-49	Adelard I		Österreichische Nationalbibliothek		Vienna	64r-65v	Not digitized				
urn:cite:ogl:vienna_83han	Cod. 83 Han	Manuscript	Latin	1300-1400 CE	10.intro	Adelard II		Österreichische Nationalbibliothek		Vienna	63v-64v	Not digitized				
urn:cite:ogl:vienna_83han	Cod. 83 Han	Manuscript	Latin	1300-1400 CE	7.prop.7-10.prop.36	Adelard III		Österreichische Nationalbibliothek		Vienna	53r-63v	Not digitized				
urn:cite:ogl:vienna_83han	Cod. 83 Han	Manuscript	Latin	1300-1400 CE		1200-1300 commentary		Österreichische Nationalbibliothek		Vienna	39r-53v	Not digitized				
urn:cite:ogl:vienna_hebr194han	Cod. Hebr. 194 Han 	Manuscript	Hebrew	1400-1500 CE			Codices Hebraici	Österreichische Nationalbibliothek		Vienna	1r-83r 	Not digitized			ONB	
urn:cite:ogl:vienna_hebr66han	Cod. Hebr. 66 Han	Manuscript	Hebrew	1500-1600 CE			Codices Hebraici	Österreichische Nationalbibliothek		Vienna	157r-233r 	Not digitized			ONB	
urn:cite:ogl:wolfenbüttel_guelf105gutlat	Cod. Guelf. 105 Gud. lat.	Manuscript	Latin	800-900 CE		Boethius (Corpus agrimensorum)		Herzog August Bibliothek Wolfenbüttel		Wolfenbüttel	43r-45v	Fully digitized	CC BY-SA 3.0		HAB	http://diglib.hab.de/?db=mss&list=ms&id=105-gud-lat&catalog=Milchsack&image=00097
urn:cite:ogl:wolfenbüttel_guelf51_9aug	Cod. Guelf. 51.9 Aug. 4°	Manuscript	Latin	1200-1300 CE	1.def.1-3.prop.7, 5.def.1-8.prop.5	Adelard II		Herzog August Bibliothek Wolfenbüttel		Wolfenbüttel	53r-60v	Not digitized				
urn:cite:ogl:wolfenbüttel_guelf65aug	Cod. Guelf. 65 Aug. 2°	Manuscript	Latin	1400-1500 CE	1-6	Campanus de Novara		Herzog August Bibliothek Wolfenbüttel		Wolfenbüttel	9r-75v	Not digitized				
urn:cite:ogl:worcester_q89	MS Q 89	Manuscript	Latin	1300-1400 CE	1.def.1-1.prop.20	Adelard II		Worcester Cathedral Library and Archive		Worcester	1r-3v	Not digitized				
urn:cite:ogl:wroclaw_milii10	Mil. II 10	Manuscript	Latin	1200-1300 CE	1-15	Adelard II		Biblioteka Uniwersytecka we Wrocławiu	Uniwersytet Wrocławski	Wrocław	1r-115v	(?) shelfmark has a different MS	Public Domain		Digital Library of University of Wroclaw	http://www.bibliotekacyfrowa.pl/dlibra/docmetadata?id=54989&from=&dirids=1&ver_id=&lp=1&QI=
urn:cite:ogl:wroclaw_rehdig55	Rehdig. 55	Manuscript	Latin	1400-1500 CE		Pseudo-Boethius (Geometry I)		Biblioteka Uniwersytecka we Wrocławiu	Uniwersytet Wrocławski	Wrocław	2r-26v	Fully digitized		http://www.bu.uni.wroc.pl/en/e-sources/digital-library/rules	Digital Library of University of Wroclaw	http://www.bibliotekacyfrowa.pl/dlibra/docmetadata?id=42814&from=&dirids=8&ver_id=&lp=7&QI=
urn:cite:ogl:wroclaw_rehdig55	Rehdig. 55	Manuscript	Latin	1400-1500 CE		Pseudo-Boethius (Geometry II)		Biblioteka Uniwersytecka we Wrocławiu	Uniwersytet Wrocławski	Wrocław	38r-39v	Fully digitized		http://www.bu.uni.wroc.pl/en/e-sources/digital-library/rules	Digital Library of University of Wroclaw	http://www.bibliotekacyfrowa.pl/dlibra/docmetadata?id=42814&from=&dirids=8&ver_id=&lp=7&QI=
urn:cite:ogl:london_loth744	Ms Loth 744	Manuscript	Persian		1			India Office Library		London	71r-95v	Not digitized				
urn:cite:ogl:london_persian2260	MS 2260	Manuscript	Persian	1780 CE	1-15	Râjah Nandârâm Pandit		India Office Library		London	2r-311v	Not digitized				
urn:cite:ogl:bonn_s73	S 73	Manuscript	Latin	1200-1300 CE	1-15			Universitäts- und Landesbibliothek Bonn	Universität Bonn	Bonn	1r-86r	Not digitized				
urn:cite:ogl:pistoia_fabroniana315	MS 315	Manuscript	Latin	1300-1400 CE	1-15			Biblioteca Fabroniana		Pistoia	2r-48v	Not digitized				
urn:cite:ogl:paris_arabe2465	Arabe 2465	Manuscript	Arabic	1298 CE		Nasir ad-Din at-Tusi	Département des manuscrits	Bibliothèque Nationale de France		Paris		Not digitized				
urn:cite:ogl:princeton_yahuda4848	Yahuda 4848	Manuscript	Arabic	1378 CE		Nasir ad-Din at-Tusi	Islamic Manuscripts	Princeton University Library	Princeton University	Princeton		Not digitized				
urn:cite:ogl:cairo_riyada107	riyāḍa 107	Manuscript	Arabic	1387 CE		Nasir ad-Din at-Tusi	Ṭal'at collection	Dār al-Kutub		Cairo		Not digitized				
